,最寄駅：距離（分）,面積（㎡）,延床面積（㎡）,建築年,地区名,取引価格（総額）,市区町村コード,年号,和暦_年,築年数
17511,8,430,160,昭和49年,原町,34000000,40349,昭和,49,49.0
17512,8,180,110,令和3年,原町,39000000,40349,令和,3,1.0
17515,4,160,105,令和4年,大字柚須,45000000,40349,令和,4,0.0
17516,4,460,250,平成15年,大字柚須,74000000,40349,平成,15,20.0
17520,7,165,110,令和3年,大字柚須,37000000,40349,令和,3,1.0
17521,7,165,110,令和3年,大字柚須,35000000,40349,令和,3,1.0
17522,7,170,95,令和3年,若宮,43000000,40349,令和,3,1.0
17524,9,430,240,平成5年,若宮,32000000,40349,平成,5,30.0
17526,30,170,70,昭和51年,大字芦屋,2700000,40381,昭和,51,47.0
17527,30,250,125,昭和59年,江川台,17000000,40381,昭和,59,39.0
17529,60,260,95,昭和43年,幸町,4500000,40381,昭和,43,55.0
17533,60,170,100,令和3年,正門町,19000000,40381,令和,3,1.0
17536,60,120,195,昭和26年,正門町,2400000,40381,昭和,26,72.0
17537,60,630,200,昭和30年,船頭町,10000000,40381,昭和,30,68.0
17540,60,990,260,昭和25年,高浜町,6000000,40381,昭和,25,73.0
17542,60,270,110,昭和35年,高浜町,3600000,40381,昭和,35,63.0
17543,60,190,115,令和3年,高浜町,19000000,40381,令和,3,1.0
17544,90,220,115,平成14年,花美坂,20000000,40381,平成,14,21.0
17547,60,330,115,昭和39年,山鹿,6300000,40381,昭和,39,59.0
17549,60,165,60,昭和40年,山鹿,5000000,40381,昭和,40,58.0
17550,90,200,120,平成3年,大字山鹿,10000000,40381,平成,3,32.0
17552,90,310,120,昭和61年,大字山鹿,11000000,40381,昭和,61,37.0
17553,90,240,120,平成29年,大字山鹿,40000000,40381,平成,29,6.0
17556,23,170,75,平成5年,伊左座,6500000,40382,平成,5,30.0
17557,18,330,95,令和4年,伊左座,25000000,40382,令和,4,0.0
17560,24,480,180,令和3年,伊左座,65000000,40382,令和,3,1.0
17567,30,1100,590,平成14年,猪熊,62000000,40382,平成,14,21.0
17569,30,320,85,昭和59年,猪熊,13000000,40382,昭和,59,39.0
17572,13,195,95,令和4年,杁,42000000,40382,令和,4,0.0
17573,13,145,105,令和3年,杁,22000000,40382,令和,3,1.0
17576,10,130,105,令和4年,頃末北,20000000,40382,令和,4,0.0
17579,9,155,105,令和2年,頃末北,23000000,40382,令和,2,2.0
17580,9,220,105,令和2年,頃末北,18000000,40382,令和,2,2.0
17581,13,170,100,平成25年,頃末北,22000000,40382,平成,25,10.0
17582,5,200,75,昭和38年,頃末南,6300000,40382,昭和,38,60.0
17584,7,200,105,令和4年,頃末南,26000000,40382,令和,4,0.0
17586,5,100,100,令和3年,頃末南,24000000,40382,令和,3,1.0
17589,8,150,90,昭和52年,頃末南,7600000,40382,昭和,52,46.0
17591,13,420,135,昭和59年,下二西,9000000,40382,昭和,59,39.0
17592,18,460,280,平成16年,下二東,31000000,40382,平成,16,19.0
17593,19,210,75,昭和53年,高尾,3300000,40382,昭和,53,45.0
17594,16,210,90,昭和53年,高尾,14000000,40382,昭和,53,45.0
17596,16,195,115,昭和64年,中央,18000000,40382,昭和,64,34.0
17597,30,185,195,昭和33年,樋口,4300000,40382,昭和,33,65.0
17598,30,240,100,平成25年,樋口東,20000000,40382,平成,25,10.0
17600,21,150,90,昭和63年,二西,15000000,40382,昭和,63,35.0
17601,19,260,95,令和3年,二西,25000000,40382,令和,3,1.0
17602,18,260,110,令和3年,二西,28000000,40382,令和,3,1.0
17605,14,230,105,平成10年,二東,8800000,40382,平成,10,25.0
17607,19,200,100,平成31年,二東,24000000,40382,平成,31,4.0
17608,28,220,110,令和3年,二東,28000000,40382,令和,3,1.0
17609,14,310,100,令和3年,二東,22000000,40382,令和,3,1.0
17610,21,200,110,平成7年,緑ケ丘,15000000,40382,平成,7,28.0
17611,21,210,115,平成8年,緑ケ丘,14000000,40382,平成,8,27.0
17612,16,300,100,昭和49年,美吉野,5100000,40382,昭和,49,49.0
17613,15,300,95,昭和47年,美吉野,11000000,40382,昭和,47,51.0
17616,16,230,105,昭和51年,美吉野,10000000,40382,昭和,51,47.0
17619,13,210,110,令和4年,吉田西,27000000,40382,令和,4,0.0
17620,21,250,190,昭和48年,吉田西,11000000,40382,昭和,48,50.0
17622,18,200,100,令和4年,吉田西,25000000,40382,令和,4,0.0
17623,19,140,50,昭和61年,吉田東,2500000,40382,昭和,61,37.0
17625,18,140,50,昭和61年,吉田東,2500000,40382,昭和,61,37.0
17626,15,125,85,昭和51年,吉田東,12000000,40382,昭和,51,47.0
17627,11,175,105,平成19年,吉田東,6600000,40382,平成,19,16.0
17631,29,200,135,平成3年,旭台,12000000,40383,平成,3,32.0
17632,29,300,170,昭和64年,旭台,6700000,40383,昭和,64,34.0
17633,30,310,120,昭和56年,旭台,6000000,40383,昭和,56,42.0
17634,30,210,100,昭和55年,旭台,5000000,40383,昭和,55,43.0
17636,30,360,270,平成6年,旭台,15000000,40383,平成,6,29.0
17637,30,560,420,平成26年,旭台,48000000,40383,平成,26,9.0
17638,30,220,190,昭和64年,旭台,3000000,40383,昭和,64,34.0
17639,24,210,120,昭和58年,旭南,4100000,40383,昭和,58,40.0
17640,26,195,120,昭和56年,旭南,5700000,40383,昭和,56,42.0
17642,60,290,110,令和2年,大字内浦,25000000,40383,令和,2,2.0
17647,20,240,115,平成21年,海老津,2500000,40383,平成,21,14.0
17648,9,210,115,平成30年,海老津,38000000,40383,平成,30,5.0
17651,9,260,115,令和3年,海老津,36000000,40383,令和,3,1.0
17652,11,280,95,令和3年,海老津,33000000,40383,令和,3,1.0
17653,14,210,110,令和3年,海老津,31000000,40383,令和,3,1.0
17655,6,280,65,昭和44年,海老津駅南,1500000,40383,昭和,44,54.0
17656,7,350,110,昭和61年,海老津駅南,7000000,40383,昭和,61,37.0
17657,6,115,130,平成7年,海老津駅南,1600000,40383,平成,7,28.0
17661,14,280,60,昭和46年,高陽台,2000000,40383,昭和,46,52.0
17662,4,195,150,昭和48年,高陽台,4200000,40383,昭和,48,50.0
17664,15,320,90,昭和49年,高陽台,6600000,40383,昭和,49,49.0
17665,14,250,60,昭和46年,高陽台,15000000,40383,昭和,46,52.0
17666,15,340,85,昭和48年,高陽台,9300000,40383,昭和,48,50.0
17670,30,230,90,令和4年,大字高倉,36000000,40383,令和,4,0.0
17671,30,870,65,昭和43年,大字高倉,3000000,40383,昭和,43,55.0
17673,15,310,65,昭和33年,中央台,3000000,40383,昭和,33,65.0
17674,20,380,85,昭和39年,中央台,5700000,40383,昭和,39,59.0
17677,19,320,85,昭和49年,中央台,3000000,40383,昭和,49,49.0
17678,11,300,120,昭和64年,中央台,5500000,40383,昭和,64,34.0
17680,10,300,110,昭和51年,中央台,6200000,40383,昭和,51,47.0
17681,9,185,125,平成9年,中央台,11000000,40383,平成,9,26.0
17692,24,330,110,昭和63年,鍋田,12000000,40383,昭和,63,35.0
17693,23,310,130,平成7年,鍋田,10000000,40383,平成,7,28.0
17696,18,250,85,令和4年,鍋田,39000000,40383,令和,4,0.0
17697,19,520,125,昭和45年,鍋田,5000000,40383,昭和,45,53.0
17707,25,210,85,昭和60年,野間,3500000,40383,昭和,60,38.0
17712,23,330,115,昭和46年,東高陽,2000000,40383,昭和,46,52.0
17713,24,320,110,昭和47年,東高倉,5000000,40383,昭和,47,51.0
17715,24,240,140,平成18年,東高倉,19000000,40383,平成,18,17.0
17725,19,165,115,令和4年,東山田,28000000,40383,令和,4,0.0
17726,18,250,135,昭和53年,東山田,7000000,40383,昭和,53,45.0
17727,18,135,100,平成26年,東山田,17000000,40383,平成,26,9.0
17728,18,135,105,令和3年,東山田,21000000,40383,令和,3,1.0
17729,19,140,110,令和3年,東山田,22000000,40383,令和,3,1.0
17732,14,190,100,令和3年,東山田,23000000,40383,令和,3,1.0
17734,30,260,110,平成27年,松ケ台,37000000,40383,平成,27,8.0
17735,14,310,185,昭和48年,南高陽,1000000,40383,昭和,48,50.0
17736,30,290,115,令和4年,大字三吉,36000000,40383,令和,4,0.0
17738,30,820,185,昭和54年,大字三吉,20000000,40383,昭和,54,44.0
17739,30,590,115,平成20年,大字三吉,28000000,40383,平成,20,15.0
17744,30,210,85,令和4年,山田峠,33000000,40383,令和,4,0.0
17745,30,220,130,令和4年,山田峠,57000000,40383,令和,4,0.0
17746,30,210,135,令和4年,山田峠,50000000,40383,令和,4,0.0
17747,30,270,100,令和3年,山田峠,40000000,40383,令和,3,1.0
17748,30,300,95,令和4年,山田峠,42000000,40383,令和,4,0.0
17749,30,200,100,令和4年,山田峠,36000000,40383,令和,4,0.0
17751,30,210,115,令和3年,山田峠,39000000,40383,令和,3,1.0
17755,15,270,90,昭和43年,百合ケ丘,3500000,40383,昭和,43,55.0
17756,13,340,120,昭和40年,百合ケ丘,3500000,40383,昭和,40,58.0
17761,30,1100,90,昭和32年,大字吉木,5900000,40383,昭和,32,66.0
17765,30,185,95,昭和58年,吉木東,8200000,40383,昭和,58,40.0
17770,30,145,45,平成18年,吉木東,4500000,40383,平成,18,17.0
17772,29,200,90,昭和52年,浅木,7500000,40384,昭和,52,46.0
17773,30,175,35,昭和38年,浅木,2200000,40384,昭和,38,60.0
17774,28,1100,165,昭和59年,浅木,16000000,40384,昭和,59,39.0
17775,30,210,85,昭和53年,浅木,4900000,40384,昭和,53,45.0
17776,30,135,55,昭和37年,浅木,1000000,40384,昭和,37,61.0
17778,14,210,105,平成31年,大字今古賀,23000000,40384,平成,31,4.0
17779,15,170,95,令和3年,大字今古賀,18000000,40384,令和,3,1.0
17784,15,220,105,令和2年,大字今古賀,20000000,40384,令和,2,2.0
17786,16,220,105,令和2年,大字今古賀,22000000,40384,令和,2,2.0
17789,28,270,145,平成9年,大字鬼津,17000000,40384,平成,9,26.0
17792,26,200,115,平成29年,大字鬼津,28000000,40384,平成,29,6.0
17802,5,175,50,昭和46年,遠賀川,1500000,40384,昭和,46,52.0
17803,4,120,50,昭和45年,遠賀川,500000,40384,昭和,45,53.0
17809,20,370,75,平成13年,大字木守,12000000,40384,平成,13,22.0
17816,24,190,115,昭和57年,島門,4000000,40384,昭和,57,41.0
17818,30,360,140,平成6年,田園,20000000,40384,平成,6,29.0
17819,30,195,100,昭和61年,田園,6900000,40384,昭和,61,37.0
17820,30,210,110,平成2年,田園,7000000,40384,平成,2,33.0
17822,11,220,115,令和3年,広渡,27000000,40384,令和,3,1.0
17823,11,240,130,平成14年,広渡,26000000,40384,平成,14,21.0
17824,30,220,125,昭和64年,芙蓉,11000000,40384,昭和,64,34.0
17825,19,380,70,昭和43年,大字別府,2500000,40384,昭和,43,55.0
17838,21,220,120,令和3年,松の本,27000000,40384,令和,3,1.0
17840,16,280,120,昭和59年,松の本,12000000,40384,昭和,59,39.0
17841,24,165,90,令和2年,松の本,23000000,40384,令和,2,2.0
17842,16,220,125,昭和57年,松の本,8000000,40384,昭和,57,41.0
17843,26,180,105,令和2年,松の本,22000000,40384,令和,2,2.0
17844,16,250,115,昭和55年,松の本,12000000,40384,昭和,55,43.0
17846,30,500,115,平成10年,大字虫生津,21000000,40384,平成,10,25.0
17847,30,440,105,平成10年,虫生津南,8900000,40384,平成,10,25.0
17849,30,230,95,令和3年,若葉台,18000000,40384,令和,3,1.0
17850,30,380,135,昭和48年,若葉台,2000000,40384,昭和,48,50.0
17857,3,540,185,平成15年,大字赤地,18000000,40401,平成,15,20.0
17859,8,165,70,昭和28年,大字勝野,300000,40401,昭和,28,70.0
17863,12,460,95,昭和62年,大字勝野,1800000,40401,昭和,62,36.0
17864,11,250,105,令和3年,大字勝野,29000000,40401,令和,3,1.0
17865,12,250,90,令和3年,大字勝野,27000000,40401,令和,3,1.0
17866,21,210,120,昭和49年,大字勝野,1500000,40401,昭和,49,49.0
17867,19,185,110,昭和43年,大字勝野,500000,40401,昭和,43,55.0
17876,11,240,100,令和2年,大字勝野,26000000,40401,令和,2,2.0
17881,23,195,70,昭和58年,大字御徳,550000,40401,昭和,58,40.0
17883,28,185,160,昭和30年,大字新多,950000,40401,昭和,30,68.0
17885,30,270,90,昭和44年,大字中山,2000000,40402,昭和,44,54.0
17886,26,200,105,昭和64年,大字中山,16000000,40402,昭和,64,34.0
17889,30,250,80,昭和41年,大字中山,10000000,40402,昭和,41,57.0
17891,30,300,200,昭和39年,大字中山,6000000,40402,昭和,39,59.0
17892,23,330,85,昭和53年,大字中山,2500000,40402,昭和,53,45.0
17893,30,330,125,昭和57年,大字中山,9800000,40402,昭和,57,41.0
17895,29,380,110,昭和51年,大字中山,5700000,40402,昭和,51,47.0
17897,30,140,105,昭和57年,大字中山,6800000,40402,昭和,57,41.0
17902,24,270,60,昭和54年,大字中山,3000000,40402,昭和,54,44.0
17903,30,175,115,令和3年,大字中山,23000000,40402,令和,3,1.0
17904,30,170,115,令和3年,大字中山,25000000,40402,令和,3,1.0
17906,30,320,105,令和3年,大字中山,26000000,40402,令和,3,1.0
17908,30,200,120,令和3年,大字中山,22000000,40402,令和,3,1.0
17910,30,810,85,昭和50年,大字中山,5000000,40402,昭和,50,48.0
17933,60,180,60,昭和56年,大字八尋,2300000,40402,昭和,56,42.0
17934,60,410,65,令和2年,大字八尋,8700000,40402,令和,2,2.0
17938,12,260,90,昭和54年,大字九郎丸,4500000,40421,昭和,54,44.0
17941,19,550,115,昭和49年,大字土居,6600000,40421,昭和,49,49.0
17945,30,640,115,昭和53年,大字土師,5000000,40421,昭和,53,45.0
17952,30,170,80,昭和51年,大字土師,2100000,40421,昭和,51,47.0
17953,30,155,40,昭和55年,大字土師,5000000,40421,昭和,55,43.0
17954,30,250,125,平成6年,大字土師,9300000,40421,平成,6,29.0
17955,28,320,190,平成19年,大字土師,16000000,40421,平成,19,16.0
17958,30,300,115,平成10年,大字土師,8000000,40421,平成,10,25.0
17961,28,280,95,昭和48年,大字土師,4500000,40421,昭和,48,50.0
17962,30,320,125,昭和44年,大字土師,2500000,40421,昭和,44,54.0
17963,29,260,115,昭和64年,大字土師,4700000,40421,昭和,64,34.0
17969,5,180,105,令和2年,大字豆田,30000000,40421,令和,2,2.0
17976,30,120,75,平成4年,大字吉隈,2500000,40421,平成,4,31.0
17979,30,310,90,平成17年,大字吉隈,10000000,40421,平成,17,18.0
17986,30,180,140,昭和49年,朝園,6400000,40447,昭和,49,49.0
17990,20,330,110,平成9年,朝日,20000000,40447,平成,9,26.0
17991,28,240,95,昭和55年,朝日,15000000,40447,昭和,55,43.0
17992,20,180,115,令和4年,朝日,31000000,40447,令和,4,0.0
17993,29,1700,210,平成3年,朝日,11000000,40447,平成,3,32.0
17995,23,165,125,平成11年,朝日,11000000,40447,平成,11,24.0
17999,21,190,110,令和3年,朝日,40000000,40447,令和,3,1.0
18001,20,170,120,令和4年,朝日,34000000,40447,令和,4,0.0
18002,11,240,95,昭和55年,朝日,6000000,40447,昭和,55,43.0
18003,14,170,105,平成6年,朝日,6200000,40447,平成,6,29.0
18005,30,155,100,平成12年,石櫃,9800000,40447,平成,12,23.0
18034,30,260,100,令和2年,下高場,25000000,40447,令和,2,2.0
18035,60,560,110,昭和53年,下高場,1500000,40447,昭和,53,45.0
18037,30,220,105,令和2年,下高場,25000000,40447,令和,2,2.0
18049,60,160,135,平成14年,当所,13000000,40447,平成,14,21.0
18055,30,145,95,令和3年,中牟田,19000000,40447,令和,3,1.0
18059,6,210,125,令和3年,野町,29000000,40447,令和,3,1.0
18071,11,220,75,令和3年,原地蔵,26000000,40447,令和,3,1.0
18081,30,200,95,令和4年,東小田,30000000,40447,令和,4,0.0
18084,30,200,100,令和3年,東小田,28000000,40447,令和,3,1.0
18085,30,210,120,令和3年,東小田,24000000,40447,令和,3,1.0
18086,30,165,75,昭和51年,東小田,5000000,40447,昭和,51,47.0
18092,30,165,95,昭和62年,東小田,8800000,40447,昭和,62,36.0
18096,30,210,115,令和3年,東小田,25000000,40447,令和,3,1.0
18097,30,200,90,令和2年,東小田,26000000,40447,令和,2,2.0
18105,28,165,85,昭和63年,二,7000000,40447,昭和,63,35.0
18106,23,220,110,令和4年,二,32000000,40447,令和,4,0.0
18107,20,210,115,令和3年,二,39000000,40447,令和,3,1.0
18112,16,195,120,令和4年,二,25000000,40447,令和,4,0.0
18113,12,230,115,令和3年,二,25000000,40447,令和,3,1.0
18116,30,180,100,令和3年,松延,25000000,40447,令和,3,1.0
18117,30,180,105,令和3年,松延,24000000,40447,令和,3,1.0
18118,30,180,105,令和2年,松延,24000000,40447,令和,2,2.0
18119,30,150,60,昭和54年,松延,2000000,40447,昭和,54,44.0
18120,30,180,105,令和3年,松延,23000000,40447,令和,3,1.0
18121,30,180,100,令和3年,松延,23000000,40447,令和,3,1.0
18122,30,180,110,令和3年,松延,27000000,40447,令和,3,1.0
18123,30,180,105,令和3年,松延,22000000,40447,令和,3,1.0
18124,30,180,105,令和3年,松延,25000000,40447,令和,3,1.0
18128,30,200,90,平成13年,安野,7000000,40447,平成,13,22.0
18130,30,200,120,令和4年,安野,25000000,40447,令和,4,0.0
18132,30,165,105,平成20年,安野,20000000,40447,平成,20,15.0
18134,30,140,105,令和2年,安野,19000000,40447,令和,2,2.0
18136,6,165,95,平成24年,山隈,20000000,40447,平成,24,11.0
18137,11,230,85,昭和53年,山隈,2900000,40447,昭和,53,45.0
18140,25,170,100,平成4年,依井,10000000,40447,平成,4,31.0
18145,21,210,115,平成9年,依井,11000000,40447,平成,9,26.0
18146,23,200,125,平成8年,依井,19000000,40447,平成,8,27.0
18148,26,520,180,昭和50年,依井,6500000,40447,昭和,50,48.0
18161,9,180,105,令和4年,大字鵜木,25000000,40503,令和,4,0.0
18163,9,165,135,平成7年,大字鵜木,14000000,40503,平成,7,28.0
18166,6,180,120,令和3年,大字鵜木,28000000,40503,令和,3,1.0
18180,23,340,140,平成14年,大字甲条,18000000,40503,平成,14,21.0
18193,11,240,110,昭和61年,大字高樋,18000000,40503,昭和,61,37.0
18196,10,165,80,昭和62年,大字高樋,13000000,40503,昭和,62,36.0
18199,7,240,105,平成12年,大字高樋,20000000,40503,平成,12,23.0
18224,7,320,145,令和3年,大字冨多,35000000,40503,令和,3,1.0
18227,18,350,105,令和3年,大字本郷,25000000,40503,令和,3,1.0
18228,9,260,100,令和3年,大字本郷,23000000,40503,令和,3,1.0
18232,8,195,105,令和3年,大字本郷,24000000,40503,令和,3,1.0
18233,8,200,110,令和3年,大字本郷,23000000,40503,令和,3,1.0
18240,30,500,105,平成27年,大字三川,9000000,40503,平成,27,8.0
18241,30,280,85,平成8年,大字三川,3500000,40503,平成,8,27.0
18250,11,200,105,平成8年,大字山隈,8500000,40503,平成,8,27.0
18251,15,1700,970,平成20年,大字山隈,50000000,40503,平成,20,15.0
18275,120,550,95,昭和63年,大字笹渕,14000000,40522,昭和,63,35.0
18277,4,340,150,平成11年,大字八町牟田,9900000,40522,平成,11,24.0
18279,19,330,115,昭和61年,大字福土,5000000,40522,昭和,61,37.0
18287,120,670,115,平成9年,大字横溝,12000000,40522,平成,9,26.0
18288,12,230,120,昭和56年,大字横溝,6600000,40522,昭和,56,42.0
18290,30,180,95,令和3年,大字横溝,17000000,40522,令和,3,1.0
18294,28,390,130,昭和52年,大字一條,7000000,40544,昭和,52,46.0
18295,25,220,110,昭和51年,大字一條,8700000,40544,昭和,51,47.0
18300,90,380,115,令和4年,大字川上,22000000,40544,令和,4,0.0
18305,90,155,120,昭和55年,大字長延,1400000,40544,昭和,55,43.0
18318,90,250,100,令和4年,大字新代,23000000,40544,令和,4,0.0
18319,90,220,145,平成8年,大字新代,9000000,40544,平成,8,27.0
18320,90,165,95,令和3年,大字新代,15000000,40544,令和,3,1.0
18321,90,400,195,平成16年,大字新代,10000000,40544,平成,16,19.0
18322,90,330,90,平成25年,大字新代,23000000,40544,平成,25,10.0
18325,90,230,110,昭和51年,大字新代,2700000,40544,昭和,51,47.0
18326,60,220,80,昭和51年,大字新代,3400000,40544,昭和,51,47.0
18327,60,165,65,昭和54年,大字新代,4500000,40544,昭和,54,44.0
18328,60,190,110,令和2年,大字新代,25000000,40544,令和,2,2.0
